,fruit,path,label
445,Guava,dataset/Guava/Guava total/GuavaуАВ397 resized.png,3
446,Mango,dataset/Mango/Mango00107.png,5
447,Guava,dataset/Guava/Guava total/GuavaуАВ1689 resized resized.png,3
448,Tomatoes,dataset/Tomatoes/Tamotoes00686.png,13
449,Banana,dataset/Banana/Banana02362.png,1
450,Apple,dataset/Apple/Total Number of Apples/Apple 0253.png,0
451,Guava,dataset/Guava/Guava total/1GuavaуАВ2896.png,3
452,Guava,dataset/Guava/Guava total/1GuavaуАВ3062.png,3
453,Guava,dataset/Guava/Guava total/GuavaуАВ2314 resized.png,3
454,Apple,dataset/Apple/Apple D/applee08161.png,0
455,Pear,dataset/Pear/Pear 1049.png,8
456,Guava,dataset/Guava/Guava total/1GuavaуАВ2924.png,3
457,Mango,dataset/Mango/Mango001795.png,5
458,Guava,dataset/Guava/guava B/Guava1360.png,3
459,Orange,dataset/Orange/Orange001896.png,6
460,Guava,dataset/Guava/guava total final/Guava03659.png,3
461,Guava,dataset/Guava/Guava total/GuavaуАВ913.png,3
462,muskmelon,dataset/muskmelon/Muskmelon 001483.png,14
463,Pomegranate,dataset/Pomegranate/Pomegranet001474.png,12
464,Guava,dataset/Guava/Guava total/GuavaуАВ855.png,3
465,Guava,dataset/Guava/Guava total/GuavaуАВ1335 resized resized.png,3
466,Pear,dataset/Pear/Pear 1018.png,8
467,Guava,dataset/Guava/Guava total/GuavaуАВ970.png,3
468,Apple,dataset/Apple/Total Number of Apples/Apple 0761.png,0
469,Orange,dataset/Orange/Orange002733.png,6
470,Pitaya,dataset/Pitaya/Pitaya001991.png,10
471,Apple,dataset/Apple/Total Number of Apples/Apple 03737.png,0
472,Plum,dataset/Plum/PlumуАВ2210.png,11
473,Banana,dataset/Banana/Banana02757.png,1
474,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003365.png,4
475,Apple,dataset/Apple/Total Number of Apples/Apple 03722.png,0
476,Pitaya,dataset/Pitaya/Pitaya001173.png,10
477,Guava,dataset/Guava/Guava total/GuavaуАВ2260 resized.png,3
478,Persimmon,dataset/Persimmon/Persimmon1472.png,9
479,Guava,dataset/Guava/guava total final/Guava02101.png,3
480,Apple,dataset/Apple/Total Number of Apples/Apple 0442.png,0
481,Peach,dataset/Peach/Peach00859.png,7
482,Banana,dataset/Banana/Banana01957.png,1
483,Persimmon,dataset/Persimmon/Persimmon245.png,9
484,Apple,dataset/Apple/Apple E/Apple E13245.png,0
485,Guava,dataset/Guava/guava A/cene03031.png,3
486,Guava,dataset/Guava/Guava total/GuavaуАВ190 resized.png,3
487,Guava,dataset/Guava/Guava total/GuavaуАВ1809 resized.png,3
488,Pomegranate,dataset/Pomegranate/Pomegranet001982.png,12
489,Guava,dataset/Guava/Guava total/GuavaуАВ553 resized.png,3
490,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00732.png,4
491,Guava,dataset/Guava/Guava total/GuavaуАВ736.png,3
492,muskmelon,dataset/muskmelon/Muskmelon 00832.png,14
493,Apple,dataset/Apple/Apple A/Apple 265.png,0
494,Pitaya,dataset/Pitaya/Pitaya00369.png,10
495,Banana,dataset/Banana/Banana01992.png,1
496,Mango,dataset/Mango/Mango003726.png,5
497,Guava,dataset/Guava/Guava total/1GuavaуАВ2529 resized.png,3
498,Guava,dataset/Guava/Guava total/GuavaуАВ1122 resized.jpg,3
499,Apple,dataset/Apple/Total Number of Apples/Apple 02545.png,0
500,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00122.png,4
501,Persimmon,dataset/Persimmon/Persimmon316.png,9
502,Pomegranate,dataset/Pomegranate/Pomegranet00427.png,12
503,Apple,dataset/Apple/Total Number of Apples/Apple 01321.png,0
504,Pomegranate,dataset/Pomegranate/Pomegranet001786.png,12
505,Carambola,dataset/Carambola/Carambola 001372.png,2
506,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00119.png,4
507,Peach,dataset/Peach/Peach00609.png,7
508,Guava,dataset/Guava/Guava total/1GuavaуАВ2939 resized resized.png,3
509,Guava,dataset/Guava/Guava total/GuavaуАВ52 resized.jpg,3
510,Persimmon,dataset/Persimmon/Persimmon1942.png,9
511,Pitaya,dataset/Pitaya/Pitaya001638.png,10
512,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00882.png,4
513,Carambola,dataset/Carambola/Carambola 001262.png,2
514,Mango,dataset/Mango/Mango00328.png,5
515,Guava,dataset/Guava/Guava total/GuavaуАВ749.png,3
516,Guava,dataset/Guava/Guava total/GuavaуАВ798 resized resized.png,3
517,Tomatoes,dataset/Tomatoes/Tamotoes0085.png,13
518,Apple,dataset/Apple/Total Number of Apples/Apple 03112.png,0
519,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B001050.png,4
520,Plum,dataset/Plum/PlumуАВ747.png,11
521,Guava,dataset/Guava/Guava total/GuavaуАВ1572 resized.jpg,3
522,Guava,dataset/Guava/guava total final/Guava0823.png,3
523,Guava,dataset/Guava/Guava total/1GuavaуАВ2945 resized.jpg,3
524,Guava,dataset/Guava/Guava total/1GuavaуАВ2795.png,3
525,Apple,dataset/Apple/Apple D/Apple dee10001.png,0
526,Guava,dataset/Guava/Guava total/GuavaуАВ822 resized.png,3
527,Guava,dataset/Guava/Guava total/GuavaуАВ37.png,3
528,muskmelon,dataset/muskmelon/Muskmelon 001614.png,14
529,Plum,dataset/Plum/PlumуАВ538.png,11
530,Pomegranate,dataset/Pomegranate/Pomegranet001875.png,12
531,Orange,dataset/Orange/Orange002505.png,6
532,Guava,dataset/Guava/Guava total/GuavaуАВ251.png,3
533,Apple,dataset/Apple/Apple E/Apple E0128.png,0
534,Pitaya,dataset/Pitaya/Pitaya00858.png,10
535,Guava,dataset/Guava/Guava total/GuavaуАВ1567 resized.png,3
536,Guava,dataset/Guava/Guava total/1GuavaуАВ2673 resized.jpg,3
537,Apple,dataset/Apple/Apple F/scene02541.png,0
538,Pear,dataset/Pear/pear_0_5251.png,8
539,Guava,dataset/Guava/Guava total/GuavaуАВ852 resized resized.png,3
540,Kiwi,dataset/Kiwi/kiwi A/Kiwi A002156.png,4
541,Guava,dataset/Guava/Guava total/1GuavaуАВ2973 resized.jpg,3
542,Mango,dataset/Mango/Mango002486.png,5
543,Guava,dataset/Guava/guava total final/Guava03485.png,3
544,Guava,dataset/Guava/Guava total/1GuavaуАВ2974 resized.png,3
545,Plum,dataset/Plum/PlumуАВ1900.png,11
546,Apple,dataset/Apple/Total Number of Apples/Apple 0323.png,0
547,Guava,dataset/Guava/Guava total/1GuavaуАВ3058 resized.png,3
548,Pear,dataset/Pear/Pear 650.png,8
549,Guava,dataset/Guava/guava A/ene13351.png,3
550,Apple,dataset/Apple/Apple F/Apple F _0_9869.png,0
551,Orange,dataset/Orange/Orange002361.png,6
552,Kiwi,dataset/Kiwi/kiwi A/Kiwi A002044.png,4
553,Guava,dataset/Guava/Guava total/1GuavaуАВ2952 resized.jpg,3
554,Pear,dataset/Pear/Pear 1609.png,8
555,Guava,dataset/Guava/Guava total/GuavaуАВ69 resized.png,3
556,Pitaya,dataset/Pitaya/Pitaya0097.png,10
557,Pomegranate,dataset/Pomegranate/Pomegranet00919.png,12
558,Guava,dataset/Guava/guava total final/Guava02810.png,3
559,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003309.png,4
560,Guava,dataset/Guava/Guava total/GuavaуАВ383 resized.jpg,3
561,muskmelon,dataset/muskmelon/Muskmelon 00765.png,14
562,Apple,dataset/Apple/Apple C/scene10261.png,0
563,Pitaya,dataset/Pitaya/Pitaya001889.png,10
564,Pear,dataset/Pear/Pear 1199.png,8
565,Apple,dataset/Apple/Total Number of Apples/Apple 03748.png,0
566,Carambola,dataset/Carambola/Carambola 00775.png,2
567,Pitaya,dataset/Pitaya/Pitaya001144.png,10
568,Guava,dataset/Guava/Guava total/GuavaуАВ2335 resized.png,3
569,Guava,dataset/Guava/guava A/scene15741.png,3
570,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00748.png,4
571,Mango,dataset/Mango/Mango001257.png,5
572,muskmelon,dataset/muskmelon/Muskmelon 001504.png,14
573,Persimmon,dataset/Persimmon/Persimmon568.png,9
574,Apple,dataset/Apple/Total Number of Apples/Apple 02112.png,0
575,Guava,dataset/Guava/Guava total/GuavaуАВ350 resized.png,3
576,Tomatoes,dataset/Tomatoes/Tamotoes001325.png,13
577,Guava,dataset/Guava/Guava total/1GuavaуАВ2842 resized.jpg,3
578,Pomegranate,dataset/Pomegranate/Pomegranet0069.png,12
579,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003936.png,4
580,Mango,dataset/Mango/Mango00222.png,5
581,muskmelon,dataset/muskmelon/Muskmelon 001713.png,14
582,Orange,dataset/Orange/Orange00935.png,6
583,Pear,dataset/Pear/Pear 87.png,8
584,Apple,dataset/Apple/Total Number of Apples/Apple 01157.png,0
585,Guava,dataset/Guava/Guava total/GuavaуАВ369 resized resized.png,3
586,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003904.png,4
587,Apple,dataset/Apple/Total Number of Apples/Apple 01943.png,0
588,Apple,dataset/Apple/Apple D/Apple De13361.png,0
589,Guava,dataset/Guava/guava total final/Guava02483.png,3
590,Pitaya,dataset/Pitaya/Pitaya00808.png,10
591,Apple,dataset/Apple/Total Number of Apples/Apple 01452.png,0
592,Orange,dataset/Orange/Orange001386.png,6
593,muskmelon,dataset/muskmelon/Muskmelon 00241.png,14
594,Apple,dataset/Apple/Total Number of Apples/Apple 01060.png,0
595,Pear,dataset/Pear/Pear 1360.png,8
596,Pitaya,dataset/Pitaya/Pitaya002003.png,10
597,Guava,dataset/Guava/guava total final/Guava01354.png,3
598,Guava,dataset/Guava/Guava total/GuavaуАВ1798 resized resized.png,3
599,Pomegranate,dataset/Pomegranate/Pomegranet001588.png,12
600,Guava,dataset/Guava/guava total final/Guava01379.png,3
601,Guava,dataset/Guava/guava B/Guava1603.png,3
602,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00582.png,4
603,Guava,dataset/Guava/Guava total/GuavaуАВ1626 resized.jpg,3
604,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00364.png,4
605,Guava,dataset/Guava/guava B/Guava629.png,3
606,Tomatoes,dataset/Tomatoes/Tamotoes001602.png,13
607,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00347.png,4
608,Guava,dataset/Guava/Guava total/GuavaуАВ1063 resized.png,3
609,Orange,dataset/Orange/Orange00848.png,6
610,Guava,dataset/Guava/Guava total/GuavaуАВ1006.png,3
611,Apple,dataset/Apple/Apple E/Apple E08152.png,0
612,Guava,dataset/Guava/guava B/Guava1243.png,3
613,Mango,dataset/Mango/Mango002323.png,5
614,Banana,dataset/Banana/Banana02157.png,1
615,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi004036.png,4
616,Guava,dataset/Guava/Guava total/1GuavaуАВ3131 resized.jpg,3
617,Plum,dataset/Plum/PlumуАВ781.png,11
618,Mango,dataset/Mango/Mango002273.png,5
619,Peach,dataset/Peach/Peach00380.png,7
620,Guava,dataset/Guava/Guava total/GuavaуАВ2432.png,3
621,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00955.png,4
622,Mango,dataset/Mango/Mango00304.png,5
623,Apple,dataset/Apple/Total Number of Apples/Apple 0869.png,0
624,Guava,dataset/Guava/Guava total/1GuavaуАВ2581 resized.png,3
625,Guava,dataset/Guava/Guava total/GuavaуАВ419 resized.png,3
626,Kiwi,dataset/Kiwi/kiwi A/Kiwi A00140.png,4
627,Guava,dataset/Guava/guava total final/Guava03708.png,3
628,muskmelon,dataset/muskmelon/Muskmelon 001548.png,14
629,Guava,dataset/Guava/guava total final/Guava0566.png,3
630,Carambola,dataset/Carambola/Carambola 00473.png,2
631,Apple,dataset/Apple/Total Number of Apples/Apple 02088.png,0
632,Banana,dataset/Banana/Banana0272.png,1
633,Guava,dataset/Guava/Guava total/GuavaуАВ2039.png,3
634,Apple,dataset/Apple/Total Number of Apples/Apple 03250.png,0
635,Guava,dataset/Guava/Guava total/GuavaуАВ2119 resized.png,3
636,Guava,dataset/Guava/guava total final/Guava01271.png,3
637,Peach,dataset/Peach/Peach00495.png,7
638,Pomegranate,dataset/Pomegranate/Pomegranet001741.png,12
639,Apple,dataset/Apple/Apple E/Apple E0255.png,0
640,Guava,dataset/Guava/Guava total/GuavaуАВ2245 resized resized.png,3
641,Apple,dataset/Apple/Apple D/Apple De02081.png,0
642,Guava,dataset/Guava/Guava total/GuavaуАВ1721 resized resized.png,3
643,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002109.png,4
644,Pomegranate,dataset/Pomegranate/Pomegranet001818.png,12
645,Plum,dataset/Plum/PlumуАВ706.png,11
646,Mango,dataset/Mango/Mango00616.png,5
647,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002817.png,4
648,Plum,dataset/Plum/PlumуАВ1294.png,11
649,Orange,dataset/Orange/Orange003001.png,6
650,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C0076.png,4
651,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00358.png,4
652,Pomegranate,dataset/Pomegranate/Pomegranet001072.png,12
653,Plum,dataset/Plum/PlumуАВ2008.png,11
654,Orange,dataset/Orange/Orange001350.png,6
655,Pomegranate,dataset/Pomegranate/Pomegranet0065.png,12
656,Guava,dataset/Guava/Guava total/GuavaуАВ144 resized.png,3
657,Guava,dataset/Guava/Guava total/1GuavaуАВ2530 resized.jpg,3
658,Guava,dataset/Guava/Guava total/GuavaуАВ199 resized.png,3
659,Guava,dataset/Guava/Guava total/GuavaуАВ1313 resized.jpg,3
660,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi004108.png,4
661,Persimmon,dataset/Persimmon/Persimmon1458.png,9
662,Guava,dataset/Guava/Guava total/1GuavaуАВ2839.png,3
663,Carambola,dataset/Carambola/Carambola 00436.png,2
664,Pitaya,dataset/Pitaya/Pitaya001303.png,10
665,Apple,dataset/Apple/Total Number of Apples/Apple 04621.jpeg,0
666,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00596.png,4
667,Plum,dataset/Plum/PlumуАВ1379.png,11
668,muskmelon,dataset/muskmelon/Muskmelon 0017.png,14
669,Guava,dataset/Guava/guava A/scene11981.png,3
670,Peach,dataset/Peach/Peach002112.png,7
671,Guava,dataset/Guava/Guava total/GuavaуАВ924 resized resized.png,3
672,Guava,dataset/Guava/Guava total/GuavaуАВ454 resized resized.png,3
673,Banana,dataset/Banana/Banana0843.png,1
674,Banana,dataset/Banana/Banana02700.png,1
675,Peach,dataset/Peach/Peach001226.png,7
676,Tomatoes,dataset/Tomatoes/Tamotoes00573.png,13
677,Pitaya,dataset/Pitaya/Pitaya002391.png,10
678,Peach,dataset/Peach/Peach001702.png,7
679,Mango,dataset/Mango/Mango003800.png,5
680,Guava,dataset/Guava/guava total final/Guava0486.png,3
681,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00947.png,4
682,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001151.png,4
683,Pear,dataset/Pear/pear_0_4214.png,8
684,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00870.png,4
685,Plum,dataset/Plum/PlumуАВ1638.png,11
686,Guava,dataset/Guava/guava total final/Guava075.png,3
687,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00675.png,4
688,Apple,dataset/Apple/Total Number of Apples/Apple 04217.jpeg,0
689,Guava,dataset/Guava/Guava total/GuavaуАВ2389.png,3
690,Mango,dataset/Mango/Mango003842.png,5
691,Guava,dataset/Guava/Guava total/GuavaуАВ1362.png,3
692,Pear,dataset/Pear/pear_0_7440.png,8
693,Guava,dataset/Guava/guava A/ene12181.png,3
694,Guava,dataset/Guava/guava A/scene15201.png,3
695,Guava,dataset/Guava/Guava total/1GuavaуАВ3104 resized.png,3
696,Plum,dataset/Plum/PlumуАВ2114.png,11
697,muskmelon,dataset/muskmelon/Muskmelon 00666.png,14
698,Guava,dataset/Guava/Guava total/GuavaуАВ153 resized resized.png,3
699,Apple,dataset/Apple/Total Number of Apples/Apple 03433.png,0
700,Guava,dataset/Guava/guava total final/Guava0904.png,3
701,Guava,dataset/Guava/Guava total/GuavaуАВ261.png,3
702,Pitaya,dataset/Pitaya/Pitaya002000.png,10
703,Guava,dataset/Guava/guava total final/Guava016.png,3
704,Guava,dataset/Guava/Guava total/GuavaуАВ1378 resized resized.png,3
705,Guava,dataset/Guava/Guava total/1GuavaуАВ2615 resized.jpg,3
706,Pomegranate,dataset/Pomegranate/Pomegranet00404.png,12
707,Pitaya,dataset/Pitaya/Pitaya001823.png,10
708,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi003328.png,4
709,Apple,dataset/Apple/Apple F/Apple F36.png,0
710,Guava,dataset/Guava/guava total final/Guava01987.png,3
711,Kiwi,dataset/Kiwi/Kiwi B/Kiwi B00151.png,4
712,Pear,dataset/Pear/pear_0_8678.png,8
713,Guava,dataset/Guava/guava total final/Guava03718.png,3
714,Carambola,dataset/Carambola/Carambola 00397.png,2
715,Apple,dataset/Apple/Apple F/Apple F _0_9159.png,0
716,Apple,dataset/Apple/Apple C/Apple Co applee13151.png,0
717,Guava,dataset/Guava/guava total final/Guava03923.png,3
718,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002553.png,4
719,Kiwi,dataset/Kiwi/kiwi A/Kiwi A001285.png,4
720,Guava,dataset/Guava/guava total final/Guava02673.png,3
721,Apple,dataset/Apple/Apple B/513red applee02101513.png,0
722,Guava,dataset/Guava/Guava total/1GuavaуАВ2777.png,3
723,Guava,dataset/Guava/guava B/Guava1524.png,3
724,Guava,dataset/Guava/Guava total/GuavaуАВ848 resized resized.png,3
725,Guava,dataset/Guava/guava total final/Guava01368.png,3
726,Plum,dataset/Plum/PlumуАВ702.png,11
727,Orange,dataset/Orange/Orange00170.png,6
728,Guava,dataset/Guava/Guava total/GuavaуАВ750 resized.png,3
729,Apple,dataset/Apple/Apple C/Apple Ce08551.png,0
730,Guava,dataset/Guava/guava total final/Guava027.png,3
731,Apple,dataset/Apple/Total Number of Apples/Apple 01882.png,0
732,Apple,dataset/Apple/Apple D/applee05101.png,0
733,Orange,dataset/Orange/Orange001837.png,6
734,Carambola,dataset/Carambola/Carambola 0042.png,2
735,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002653.png,4
736,Guava,dataset/Guava/guava A/scene09481.png,3
737,Guava,dataset/Guava/guava B/Guava655.png,3
738,Pear,dataset/Pear/Pear 924.png,8
739,Banana,dataset/Banana/Banana02309.png,1
740,Apple,dataset/Apple/Apple E/Apple E297.png,0
741,Tomatoes,dataset/Tomatoes/Tamotoes00193.png,13
742,Pitaya,dataset/Pitaya/Pitaya002380.png,10
743,Peach,dataset/Peach/Peach002421.png,7
744,Pear,dataset/Pear/pear_0_8699.png,8
745,Guava,dataset/Guava/Guava total/GuavaуАВ443 resized.png,3
746,muskmelon,dataset/muskmelon/Muskmelon 001477.png,14
747,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00279.png,4
748,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi002158.png,4
749,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001770.png,4
750,Peach,dataset/Peach/Peach0010.png,7
751,Guava,dataset/Guava/guava total final/Guava0722.png,3
752,Pomegranate,dataset/Pomegranate/Pomegranet001087.png,12
753,Guava,dataset/Guava/guava total final/Guava01406.png,3
754,Plum,dataset/Plum/PlumуАВ1948.png,11
755,Persimmon,dataset/Persimmon/Persimmon1624.png,9
756,Guava,dataset/Guava/Guava total/GuavaуАВ1110 resized.jpg,3
757,Tomatoes,dataset/Tomatoes/Tamotoes00177.png,13
758,Guava,dataset/Guava/guava B/Guava513.png,3
759,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00355.png,4
760,Guava,dataset/Guava/Guava total/GuavaуАВ1445 resized.png,3
761,Guava,dataset/Guava/Guava total/GuavaуАВ633 resized.png,3
762,Guava,dataset/Guava/Guava total/GuavaуАВ902 resized.png,3
763,Apple,dataset/Apple/Apple E/Apple Ee03761.png,0
764,Pear,dataset/Pear/Pear 1851.png,8
765,Guava,dataset/Guava/Guava total/GuavaуАВ2408.png,3
766,Apple,dataset/Apple/Total Number of Apples/Apple 0683.png,0
767,Guava,dataset/Guava/guava total final/Guava01559.png,3
768,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00782.png,4
769,Guava,dataset/Guava/Guava total/GuavaуАВ2459.png,3
770,Apple,dataset/Apple/Total Number of Apples/Apple 0876.png,0
771,Apple,dataset/Apple/Total Number of Apples/Apple_0_1854.png,0
772,Apple,dataset/Apple/Apple A/Apple 103.png,0
773,Guava,dataset/Guava/guava A/ene01561.png,3
774,Mango,dataset/Mango/Mango002656.png,5
775,Peach,dataset/Peach/Peach001629.png,7
776,Pear,dataset/Pear/Pear 1601.png,8
777,Guava,dataset/Guava/guava total final/Guava03056.png,3
778,Guava,dataset/Guava/guava total final/Guava01412.png,3
779,Apple,dataset/Apple/Total Number of Apples/Apple 0404.png,0
780,muskmelon,dataset/muskmelon/Muskmelon 00606.png,14
781,Pitaya,dataset/Pitaya/Pitaya00201.png,10
782,Apple,dataset/Apple/Apple B/561red applee04831561.png,0
783,Apple,dataset/Apple/Apple A/Apple 298.png,0
784,Peach,dataset/Peach/Peach002599.png,7
785,Banana,dataset/Banana/Banana02384.png,1
786,Mango,dataset/Mango/Mango003113.png,5
787,Apple,dataset/Apple/Total Number of Apples/Apple_0_6043.png,0
788,Guava,dataset/Guava/guava A/scene02861.png,3
789,Mango,dataset/Mango/Mango00192.png,5
790,Plum,dataset/Plum/PlumуАВ2160.png,11
791,Mango,dataset/Mango/Mango002455.png,5
792,Guava,dataset/Guava/guava A/ene03811.png,3
793,Guava,dataset/Guava/Guava total/GuavaуАВ1111.png,3
794,Plum,dataset/Plum/PlumуАВ484.png,11
795,Guava,dataset/Guava/Guava total/GuavaуАВ1379.png,3
796,Guava,dataset/Guava/Guava total/GuavaуАВ1835 resized.jpg,3
797,Orange,dataset/Orange/Orange00894.png,6
798,Guava,dataset/Guava/Guava total/GuavaуАВ748 resized.jpg,3
799,Guava,dataset/Guava/Guava total/GuavaуАВ1180.png,3
800,Apple,dataset/Apple/Apple C/Apple Co applee06101.png,0
801,Persimmon,dataset/Persimmon/Persimmon2034.png,9
802,Apple,dataset/Apple/Total Number of Apples/Apple 01635.png,0
803,Pear,dataset/Pear/Pear 710.png,8
804,Banana,dataset/Banana/Banana01091.png,1
805,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi001893.png,4
806,Orange,dataset/Orange/Orange00476.png,6
807,Apple,dataset/Apple/Apple E/Apple E147.png,0
808,Guava,dataset/Guava/Guava total/GuavaуАВ1981.png,3
809,Guava,dataset/Guava/guava total final/Guava0771.png,3
810,Apple,dataset/Apple/Apple A/Apple 223.png,0
811,Apple,dataset/Apple/Apple B/546red applee04061546.png,0
812,Pitaya,dataset/Pitaya/Pitaya001.png,10
813,Peach,dataset/Peach/Peach00408.png,7
814,Pear,dataset/Pear/Pear 1457.png,8
815,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi004071.png,4
816,Mango,dataset/Mango/Mango001510.png,5
817,Guava,dataset/Guava/Guava total/GuavaуАВ1182 resized.jpg,3
818,Pitaya,dataset/Pitaya/Pitaya001203.png,10
819,Apple,dataset/Apple/Apple B/337red applee04921337.png,0
820,Apple,dataset/Apple/Total Number of Apples/Apple 02035.png,0
821,Guava,dataset/Guava/Guava total/GuavaуАВ385 resized resized.png,3
822,Apple,dataset/Apple/Total Number of Apples/Apple 01415.png,0
823,Kiwi,dataset/Kiwi/Total Number of Kiwi fruit/Kiwi00447.png,4
824,Guava,dataset/Guava/guava B/Guava1238.png,3
825,Apple,dataset/Apple/Apple D/Apple De08481.png,0
826,muskmelon,dataset/muskmelon/Muskmelon 00697.png,14
827,Kiwi,dataset/Kiwi/Kiwi C/Kiwi C00954.png,4
828,Pear,dataset/Pear/Pear 238.png,8
829,Mango,dataset/Mango/Mango00254.png,5
830,Apple,dataset/Apple/Apple F/scene02641.png,0
831,Guava,dataset/Guava/guava total final/Guava0635.png,3
832,Guava,dataset/Guava/Guava total/GuavaуАВ475 resized.png,3
833,Guava,dataset/Guava/Guava total/GuavaуАВ765 resized.jpg,3
